iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;user.scen.time;user.scen.date;user.scen.foodtype;user.scen.price;user.scen.localization;b0;judgement
15;1;100;0;5;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne im in der Bochumer Innenstadt in Nähe des Hauptbahnhofs abends beim Italiener essen gehen.  ;request;ALL;italian centre ;foodtype localization ;open;1;41;2;italian centre yes ;foodtype localization logical ;2;0;0;1;0;0;0;1;2;0;;evening;neutral;italian;average;centre;;;;;;2;0;0;provide ;17;;;;;;evening;neutral;italian;average;centre;3;bad
15;2;100;0;5;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für das Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;1;0;;evening;neutral;italian;average;centre;;;italian ;;centre ;3;0;0;provide ;3;;hor ;cui20 ;;loc01 ;evening;neutral;italian;average;centre;3;bad
15;3;100;0;5;An welchem Tag beabsichtigen Sie essen zu gehen? ;Freitag.  ;request;date;friday ;date ;closed;0;8;1;friday ;date ;1;0;0;0;1;0;0;0;1;1;;evening;friday;italian;average;centre;evening ;;italian ;;centre ;4;0;0;provide ;1;hor ;hor ;cui20 ;;loc01 ;evening;neutral;italian;average;centre;3;bad
15;4;100;0;5;Wieviel möchten Sie ungefähr pro Person ausgeben?;15 Euro.  ;request;price;average ;price ;closed;0;7;1;average ;price ;1;0;0;0;1;0;0;0;0;1;;evening;friday;italian;average;centre;evening ;friday ;italian ;;centre ;5;0;0;provide ;2;;;cui20 ;;loc01 ;evening;neutral;italian;average;centre;3;bad
15;5;100;0;5;Hier ist das passende Restaurant auf Ihre Anfrage.  {Da Capo                  Springerplatz 34} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;25;0;;;;;;;;;;;0;1;121;evening;friday;italian;average;centre;evening ;friday ;italian ;average ;centre ;5;;0;;0;hor ;hor ;cui20 ;prx5 ;loc01 ;evening;neutral;italian;average;centre;3;bad
17;1;70;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne Dienstag Abend in Grumme griechisch essen gehen. Der Preis sollte relativ gering sein.  ;request;ALL;tuesday greek evening cheap grumme ;date foodtype time price localization ;open;1;41;5;tuesday greek evening grumme yes price ;date foodtype time localization logical field ;4;1;0;2;0;0;0;1;0;0;;evening;tuesday;greek;cheap;grumme;;;;;;5;0;0;provide ;16;;;;;;evening;tuesday;greek;cheap;grumme;4;bad
17;2;70;0;2;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;Untere Preisklasse.  ;indicateValues;price;cheap ;price ;choice;1;12;1;;;0;1;0;0;0;0;1;0;0;0;;evening;tuesday;greek;cheap;grumme;evening ;tuesday ;greek ;;grumme ;5;0;0;provide ;2;hor3 hor6 hor9 hor12 hor15 hor18 hor21 ;hor4 hor5 hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;grumme;4;bad
17;3;70;0;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ich möchte gerne in Weitmar essen gehen.  ;offerModification;logical;weitmar ;localization ;choice;0;13;1;weitmar yes ;localization logical ;1;0;0;1;0;0;0;1;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;grumme ;6;0;0;provide ;7;hor6 ;hor6 ;cui22 ;;loc7 ;evening;tuesday;greek;cheap;weitmar;4;bad
17;4;70;0;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Den Ort: Weitmar.  ;request;field;weitmar localization ;localization field ;closed;1;28;2;weitmar localization ;localization field ;2;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;7;0;0;provide ;3;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;4;bad
17;5;70;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;1;101;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar grumme ;7;;0;;0;hor6 ;hor6 ;cui22 ;;loc8 ;evening;tuesday;greek;cheap;weitmar;4;bad
21;1;100;0;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art der Küche.  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;1;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;3;;;;;;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;2;100;0;1;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese ;foodtype ;1;0;0;0;1;0;0;0;0;1;;neutral;neutral;chinese;neutral;neutral;;;;;;2;0;0;provide ;1;;;;;;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;3;100;0;1;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;0;2;;evening;neutral;chinese;neutral;neutral;;;chinese ;;;3;0;0;provide ;1;;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;4;100;0;1;An welchem Tag beabsichtigen Sie essen zu gehen? ;Das ist egal.  ;request;date;neutral ;date ;closed;0;8;1;neutral neutral ;date logical ;1;0;0;1;0;0;0;1;0;2;;evening;neutral;chinese;neutral;neutral;evening ;;chinese ;;;4;0;0;provide ;3;hor ;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;5;100;0;1;Wieviel möchten Sie ungefähr pro Person ausgeben?;Das ist egal.  ;request;price;neutral ;price ;closed;0;7;1;neutral neutral ;price logical ;1;0;0;1;0;0;0;1;0;2;;evening;neutral;chinese;neutral;neutral;evening ;neutral ;chinese ;;;5;0;0;provide ;3;hor ;hor ;cui35 ;;;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;6;100;0;1;In welchem Stadtteil möchten Sie essen gehen?;Innenstadt.  ;request;localization;centre ;localization ;closed;0;7;1;centre ;localization ;1;0;0;0;1;0;0;0;0;3;;evening;neutral;chinese;neutral;centre;evening ;neutral ;chinese ;neutral ;;6;0;0;provide ;1;hor ;hor ;cui35 ;neutral ;;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;7;100;0;1;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;Ja.  ;offerRefinement;logical;yes ;logical ;choice;0;15;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3;;evening;neutral;chinese;neutral;centre;evening ;neutral ;chinese ;neutral ;centre ;6;0;0;accept ;1;hor ;hor ;cui35 ;neutral ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;8;100;0;1;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten angeben. Präzisieren Sie bitte Ihre Frage.;Tageszeit.  ;indicateValues;field;time ;field ;open;1;27;1;;;0;1;0;0;0;0;1;0;0;3;;evening;neutral;chinese;neutral;centre;evening ;neutral ;chinese ;neutral ;centre ;7;0;0;provide ;1;hor ;hor ;cui35 ;neutral ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;9;100;0;1;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;Nein.  ;offerRefinement;logical;no ;logical ;choice;0;15;1;no ;logical ;1;0;0;0;1;0;0;0;0;3;;evening;neutral;chinese;neutral;centre;evening ;neutral ;chinese ;neutral ;centre ;7;0;0;neglect ;1;hor ;hor ;cui35 ;neutral ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;10;100;0;1;{Bambushain               Dorstener Str. 158} {China                    Brückstr. 47    } {Fan Hingh                Hans Böckler Str. 19} Möchten Sie noch weitere Antworten hören? ;Ja.  ;informAndOfferMore;logical;yes ;logical ;choice;0;19;1;yes ;logical ;1;0;0;0;1;0;0;0;0;3; 77 79 82;evening;neutral;chinese;neutral;centre;evening ;neutral ;chinese ;neutral ;centre ;7;0;0;accept ;1;hor ;hor ;cui35 ;neutral ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;11;100;0;1;{Mandarin Peking          Herner Str. 127 } {Ozean                    Kortumstr. 101  } {PekingV                   Viktoriastr. 51 } Es gibt noch andere Antworten. Möchten Sie sie hören? ;Nein.  ;informAndOfferMore;logical;no ;logical ;choice;0;20;1;no ;logical ;1;0;0;0;1;0;0;0;0;3; 86 87 88;evening;neutral;chinese;neutral;centre;evening ;neutral ;chinese ;neutral ;centre ;7;0;0;neglect ;1;hor ;hor ;cui35 ;neutral ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.9;bad
21;12;100;0;1;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;3;;evening;neutral;chinese;neutral;centre;evening ;neutral ;chinese ;neutral ;centre ;7;;0;;0;hor ;hor ;cui35 ;neutral ;loc01 ;neutral;neutral;poultry;neutral;neutral;3.9;bad
22;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Tageszeit.  ;request;ALL;time ;field ;open;1;41;1;;;0;1;0;0;0;0;1;0;5;0;;evening;tuesday;greek;cheap;grumme;;;;;;1;0;0;provide ;1;;;;;;evening;tuesday;greek;cheap;grumme;3.1;bad
22;2;100;0;2;Vom derzeitigen System können nur die folgenden Informationen bearbeitet werden: die Art der Küche, die Tageszeit und der Preis der Mahlzeit, der ungefähre Ort des Restaurants oder dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art der Küche.  ;indicateValues;field;foodtype ;field ;open;1;33;1;foodtype ;field ;1;0;0;0;1;0;0;0;5;0;;evening;tuesday;greek;cheap;grumme;;;;;;2;0;0;provide ;3;;hor ;;;;evening;tuesday;greek;cheap;grumme;3.1;bad
22;3;100;0;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Griechische Küche.  ;indicateValues;foodtype;greek ;foodtype ;choice;1;16;1;greek foodtype ;foodtype field ;1;0;0;1;0;0;0;1;4;0;;evening;tuesday;greek;cheap;grumme;;;;;;3;0;0;provide ;2;;hor ;;;;evening;tuesday;greek;cheap;grumme;3.1;bad
22;4;100;0;2;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Für das Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;3;0;;evening;tuesday;greek;cheap;grumme;;;greek ;;;4;0;0;provide ;3;hor ;hor ;cui22 ;;;evening;tuesday;greek;cheap;grumme;3.1;bad
22;5;100;0;2;An welchem Tag beabsichtigen Sie essen zu gehen? ;Dienstag.  ;request;date;tuesday ;date ;closed;0;8;1;tuesday ;date ;1;0;0;0;1;0;0;0;2;0;;evening;tuesday;greek;cheap;grumme;evening ;;greek ;;;5;0;0;provide ;1;hor ;hor ;cui22 ;;;evening;tuesday;greek;cheap;grumme;3.1;bad
22;6;100;0;2;Wieviel möchten Sie ungefähr pro Person ausgeben?;Das ist egal.  ;request;price;neutral ;price ;closed;0;7;1;neutral neutral ;price logical ;1;0;0;1;0;0;0;1;1;1;;evening;tuesday;greek;neutral;grumme;evening ;tuesday ;greek ;;;6;0;0;provide ;3;;;cui22 ;;;evening;tuesday;greek;cheap;grumme;3.1;bad
22;7;100;0;2;In welchem Stadtteil möchten Sie essen gehen?;Grumme.  ;request;localization;grumme ;localization ;closed;0;7;1;grumme ;localization ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;neutral;grumme;evening ;tuesday ;greek ;neutral ;;7;0;0;provide ;1;;hor ;cui22 ;neutral ;;evening;tuesday;greek;cheap;grumme;3.1;bad
22;8;100;0;2;Es gibt kein passendes Restaurant auf Ihre Anfrage. Möchten Sie die Anfrage modifizieren?;Ja.  ;offerModification;logical;yes ;logical ;choice;0;13;1;yes ;logical ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;neutral;weitmar;evening ;tuesday ;greek ;neutral ;grumme ;7;0;0;accept ;1;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;weitmar;3.1;bad
22;9;100;0;2;Sie können die Art der Küche, die Tageszeit oder den Preis der Mahlzeit, den ungefähren Ort des Restaurants oder dessen Öffnungszeiten ändern. Geben Sie bitte Ihre Änderung an.;Der ungefähre Ort.  ;request;field;localization ;field ;closed;1;28;1;localization ;field ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;neutral;weitmar;evening ;tuesday ;greek ;neutral ;grumme ;8;0;0;provide ;3;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;weitmar;3.1;bad
22;10;100;0;2;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Andere Möglichkeiten.  ;indicateValues1;localization;nextchoice ;action ;choice;1;15;1;nextchoice ;action ;1;0;0;0;1;0;0;0;0;1;;evening;tuesday;greek;neutral;weitmar;evening ;tuesday ;greek ;neutral ;grumme ;9;0;0;;2;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;weitmar;3.1;bad
22;11;100;0;2;Die anderen Möglichkeiten sind Langendreer, Riemke, Gerthe oder Weitmar.;Weitmar.  ;indicateValues2;localization;weitmar ;localization ;choice;1;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;0;2;;evening;tuesday;greek;neutral;weitmar;evening ;tuesday ;greek ;neutral ;grumme ;10;0;0;provide ;1;hor ;hor ;cui22 ;neutral ;loc7 ;evening;tuesday;greek;cheap;weitmar;3.1;bad
22;12;100;0;2;Könnten Sie bitte den gewünschten Ort des Restaurants wiederholen?;Weitmar.  ;repetitionRequest;localization;weitmar ;localization ;closed;0;9;1;weitmar ;localization ;1;0;0;0;1;0;0;0;0;2;;evening;tuesday;greek;neutral;weitmar;evening ;tuesday ;greek ;neutral ;weitmar grumme ;10;0;0;provide ;1;hor ;hor ;cui22 ;neutral ;loc8 ;evening;tuesday;greek;cheap;weitmar;3.1;bad
22;13;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;24;0;;;;;;;;;;;0;2;101;evening;tuesday;greek;neutral;weitmar;evening ;tuesday ;greek ;neutral ;weitmar grumme ;10;;0;;0;hor ;hor ;cui22 ;neutral ;loc8 ;evening;tuesday;greek;cheap;weitmar;3.1;bad
23;1;100;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Art der Küche .  ;request;ALL;foodtype ;field ;open;1;41;1;foodtype ;field ;1;0;0;0;1;0;0;0;4;0;;midday;neutral;chinese;expensive;centre;;;;;;1;0;0;provide ;3;;;;;;midday;neutral;chinese;expensive;centre;3.9;bad
23;2;100;0;3;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;Chinesische Küche.  ;indicateValues;foodtype;chinese ;foodtype ;choice;1;16;1;chinese foodtype ;foodtype field ;1;0;0;1;0;0;0;1;3;0;;midday;neutral;chinese;expensive;centre;;;;;;2;0;0;provide ;2;;;;;;midday;neutral;chinese;expensive;centre;3.9;bad
23;3;100;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Mittagessen.  ;request;time;midday ;time ;choice;1;11;1;midday ;time ;1;0;0;0;1;0;0;0;2;0;;midday;neutral;chinese;expensive;centre;;;chinese ;;;3;0;0;provide ;1;;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;3.9;bad
23;4;100;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;Heute.  ;request;date;sunday ;date ;closed;0;8;1;sunday ;date ;1;0;0;0;1;0;0;0;2;1;;midday;sunday;chinese;expensive;centre;midday ;;chinese ;;;4;0;0;provide ;1;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;3.9;bad
23;5;100;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;Das ist egal.  ;request;price;neutral ;price ;closed;0;7;1;neutral neutral ;price logical ;1;0;0;1;0;0;0;1;1;2;;midday;sunday;chinese;neutral;centre;midday ;sunday ;chinese ;;;5;0;0;provide ;3;hor ;hor ;cui35 ;;;midday;neutral;chinese;expensive;centre;3.9;bad
23;6;100;0;3;In welchem Stadtteil möchten Sie essen gehen?;Innenstadt.  ;request;localization;centre ;localization ;closed;0;7;1;centre ;localization ;1;0;0;0;1;0;0;0;0;2;;midday;sunday;chinese;neutral;centre;midday ;sunday ;chinese ;neutral ;;6;0;0;provide ;1;hor ;hor ;cui35 ;neutral ;;midday;neutral;chinese;expensive;centre;3.9;bad
23;7;100;0;3;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;Nein.  ;offerRefinement;logical;no ;logical ;choice;0;15;1;no ;logical ;1;0;0;0;1;0;0;0;0;2;;midday;sunday;chinese;neutral;centre;midday ;sunday ;chinese ;neutral ;centre ;6;0;0;neglect ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;expensive;centre;3.9;bad
23;8;100;0;3;{Bambushain               Dorstener Str. 158} {China                    Brückstr. 47    } {Fan Hingh                Hans Böckler Str. 19} Möchten Sie noch weitere Antworten hören? ;Nein.  ;informAndOfferMore;logical;no ;logical ;choice;0;19;1;no ;logical ;1;0;0;0;1;0;0;0;0;2; 77 79 82;midday;sunday;chinese;neutral;centre;midday ;sunday ;chinese ;neutral ;centre ;6;0;0;neglect ;1;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;expensive;centre;3.9;bad
23;9;100;0;3;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;bye;bye;;;na;0;13;0;;;;;;;;;;;0;2;;midday;sunday;chinese;neutral;centre;midday ;sunday ;chinese ;neutral ;centre ;6;;0;;0;hor ;hor ;cui35 ;neutral ;loc01 ;midday;neutral;chinese;expensive;centre;3.9;bad
24;1;100;0;4;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ungefährer Ort.  ;request;ALL;localization ;field ;open;1;41;1;localization ;field ;1;0;0;0;1;0;0;0;3;0;;neutral;neutral;italian;average;querenburg;;;;;;1;0;0;provide ;2;;;;;;neutral;neutral;italian;average;querenburg;3.9;bad
24;2;100;0;4;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;Querenburg.  ;indicateValues1;localization;querenburg ;localization ;choice;1;15;1;querenburg ;localization ;1;0;0;0;1;0;0;0;2;0;;neutral;neutral;italian;average;querenburg;;;;;;2;0;0;provide ;1;;;;;;neutral;neutral;italian;average;querenburg;3.9;bad
24;3;100;0;4;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;Abendessen.  ;request;time;evening ;time ;choice;1;11;1;evening ;time ;1;0;0;0;1;0;0;0;2;1;;evening;neutral;italian;average;querenburg;;;;;querenburg ;3;0;0;provide ;1;;hor ;;;loc12 ;neutral;neutral;italian;average;querenburg;3.9;bad
24;4;100;0;4;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;Italienisch.  ;request;foodtype;italian ;foodtype ;closed;1;10;1;italian ;foodtype ;1;0;0;0;1;0;0;0;1;1;;evening;neutral;italian;average;querenburg;evening ;;;;querenburg ;4;0;0;provide ;1;hor ;hor ;;;loc12 ;neutral;neutral;italian;average;querenburg;3.9;bad
24;5;100;0;4;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Summa cum Laude          Querenburger Höhe 282} {Mediteranee Querenburger Höhe 267} Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;31;0;;;;;;;;;;;1;1; 58 136;evening;neutral;italian;average;querenburg;evening ;;italian ;;querenburg ;4;;0;;0;hor ;hor ;cui20 ;;loc12 ;neutral;neutral;italian;average;querenburg;3.9;bad
26;1;100;1;1;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ähm nach dem, nach dem Essen. Wo ich gerne, ähm. Ich möchte gerne wissen, wo ich Ente essen könnte.  ;request;ALL;poultry ;foodtype ;open;1;41;1;poultry yes ;foodtype logical ;1;0;0;1;0;0;0;1;0;0;;neutral;neutral;poultry;neutral;neutral;;;;;;1;0;0;provide ;19;;;;;;neutral;neutral;poultry;neutral;neutral;3.2;bad
26;2;100;1;1;Sie möchten also Geflügel essen gehen?;Ja.  ;explConfirm;;yes ;logical ;closed;0;6;1;yes ;logical ;1;0;0;0;1;0;0;0;0;0;;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;0;0;affirm ;1;;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;3.2;bad
26;3;100;1;1;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Haus Oekey                Auf dem Alten Kamp 10} {China                    Brückstr. 47    } {Mandarin Peking          Herner Str. 127 } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;inform;;;;na;0;36;0;;;;;;;;;;;0;0; 33 79 86;neutral;neutral;poultry;neutral;neutral;;;poultry ;;;1;;0;;0;hor ;hor ;cui11 ;;;neutral;neutral;poultry;neutral;neutral;3.2;bad
28;1;60;1;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;Ich möchte gerne in der Innenstadt chinesisch essen gehen, zur Mittagspause. ;request;ALL;chinese midday centre ;foodtype time localization ;open;1;41;3;indian centre neutral ;foodtype localization logical ;1;1;1;1;0;0;0;1;1;0;;midday;neutral;chinese;expensive;centre;;;;;;3;0;0;provide ;11;;;;;;midday;neutral;chinese;expensive;centre;3;bad
