iteration;exchange_no;tar_WA;confirmation_type;taskID;system_prompt;user_utterance;sysSA;sysRep.field;userValues;userFields;Openness;indValues (y/n)?;system_words;numAVPs;NLUResult.values;NLUResult.fields;Correctly transmitted AVPs;Deletions;Substitutions;Insertions;PA:CO;PA:PA;PA:FA;PA:IC;#constraints left in agenda;numGoalChanges;indices of provided restaurants;fieldRequestSwooshed;user.task.time;user.task.date;user.task.foodtype;user.task.price;user.task.localization;system.state.time;system.state.date;system.state.foodtype;system.state.price;system.state.localization;numConceptsIntroducedSoFar;ASRModel used (1=simple, 2=abstract, 3=concrete);barge-in;userSA;user_words;structS.time;structS.date;structS.foodtype;structS.price;structS.localization;class
11;1;100;0;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;tuesday evening cheap weitmar;date time price localization;open;1;46;4;tuesday,evening,cheap,weitmar;date,time,price,localization;4;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
11;2;100;0;2;Es gibt mehrere auf Ihre Anfrage passende Restaurants.  {Arthemis                 Wasserstr. 149  } {Side Hattinger Str. 601} Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;Inform;;;;na;0;28;0;;;;;;;;;;;;; 101 160;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;;cheap ;weitmar ;4;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;;prx1;weitmar;worst_simulation
12;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;cheap evening weitmar tuesday greek;price time localization date foodtype;open;1;41;5;yes,evening,weitmar,yes,tuesday;logical,time,localization,logical,date;3;2;0;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
12;2;100;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;;Request;foodtype;greek;foodtype;closed;1;10;1;greek;foodtype;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;;;weitmar ;5;AVP-wise-concrete;0;Inform;0;hor6;hor6;;;weitmar;worst_simulation
12;3;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;;weitmar;worst_simulation
13;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;greek cheap tuesday weitmar evening;foodtype price date localization time;open;1;41;5;greek,price,cheap,yes,no,tuesday,weitmar,evening;foodtype,field,price,logical,logical,date,localization,time;5;0;0;3;0;0;0;1;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
13;2;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;cheap ;weitmar ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;prx1;weitmar;worst_simulation
14;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;evening tuesday cheap greek weitmar;time date price foodtype localization;open;1;41;5;foodtype,evening,tuesday,cheap,weitmar;field,time,date,price,localization;4;1;0;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
14;2;100;0;2;Sie können zwischen den folgenden Möglichkeiten wählen: italienische, französische, griechische oder chinesische Küche oder keine Präferenz.;;IndicateValue;foodtype;greek;foodtype;choice;1;16;1;greek;foodtype;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;;cheap ;weitmar ;5;AVP-wise-concrete;0;Inform;0;hor3;hor4;;prx1;weitmar;worst_simulation
14;3;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;cheap ;weitmar ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;prx1;weitmar;worst_simulation
15;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;field;localization;field;open;1;41;1;localization;field;1;0;0;0;1;0;0;0;;;;1;evening;tuesday;greek;cheap;weitmar;;;;;;1;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
15;2;100;0;2;Sie haben folgende Auswahlmöglichkeiten: im Zentrum, in Wiemelhausen, in Querenburg, andere Möglichkeiten oder keine Präferenz.;;IndicateValuesOne;localization;weitmar;localization;choice;1;15;1;yes,weitmar;logical,localization;1;0;0;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;2;AVP-wise-concrete;0;Inform;0;;;;;;worst_simulation
15;3;100;0;2;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;evening;time;choice;1;11;1;evening;time;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;weitmar ;3;AVP-wise-concrete;0;Inform;0;;hor;;;weitmar;worst_simulation
15;4;100;0;2;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;;Request;foodtype;greek;foodtype;closed;1;10;1;greek;foodtype;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;evening ;;;;weitmar ;4;AVP-wise-concrete;0;Inform;0;hor;hor;;;weitmar;worst_simulation
15;5;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;weitmar ;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;greek;;weitmar;worst_simulation
16;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;weitmar greek evening;localization foodtype time;open;1;41;3;weitmar,foodtype,greek,evening;localization,field,foodtype,time;3;0;0;1;0;0;0;1;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;3;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
16;2;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;;weitmar ;3;AVP-wise-concrete;0;EMPTY;0;hor;hor;greek;;weitmar;worst_simulation
17;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;evening greek cheap tuesday weitmar;time foodtype price date localization;open;1;41;5;evening,greek,average,cheap,tuesday,price,weitmar;time,foodtype,price,price,date,field,localization;5;0;0;2;0;0;0;1;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;5;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
17;2;100;0;2;Könnten Sie bitte den gewünschten Preis der Mahlzeit wiederholen?;;RepetitionRequest;price;cheap;price;closed;0;9;1;cheap;price;1;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;average cheap ;weitmar ;5;AVP-wise-concrete;0;Inform;0;hor3;hor4;greek;prx1;weitmar;worst_simulation
17;3;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;cheap average ;weitmar ;5;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;prx1;weitmar;worst_simulation
18;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;greek tuesday weitmar cheap;foodtype date localization price;open;1;41;4;greek,yes,tuesday,weitmar,foodtype,yes,cheap;foodtype,logical,date,localization,field,logical,price;4;0;0;2;0;0;0;1;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
18;2;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;;tuesday ;greek ;cheap ;weitmar ;4;AVP-wise-concrete;0;EMPTY;0;;;greek;prx1;weitmar;worst_simulation
19;1;100;0;2;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;tuesday evening greek weitmar;date time foodtype localization;open;1;41;4;tuesday,evening,greek,weitmar;date,time,foodtype,localization;4;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
19;2;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;tuesday ;greek ;;weitmar ;4;AVP-wise-concrete;0;EMPTY;0;hor6;hor6;greek;;weitmar;worst_simulation
20;1;100;0;2;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;greek weitmar cheap evening;foodtype localization price time;open;1;46;4;greek,weitmar,cheap,evening;foodtype,localization,price,time;4;0;0;0;1;0;0;0;;;;0;evening;tuesday;greek;cheap;weitmar;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
20;2;100;0;2;Hier ist das passende Restaurant auf Ihre Anfrage.  {Arthemis                 Wasserstr. 149  } Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;101;0;evening;tuesday;greek;cheap;weitmar;evening ;;greek ;cheap ;weitmar ;4;AVP-wise-concrete;0;EMPTY;0;hor;hor;greek;prx1;weitmar;worst_simulation
21;1;70;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;midday centre cheap chinese;time localization price foodtype;open;1;41;4;midday;time;1;3;0;0;0;1;0;0;;;;0;midday;tuesday;chinese;cheap;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
21;2;70;0;3;Bevorzugen Sie eine bestimmte Küche, zum Beispiel italienisch, französisch, griechisch... ?;;Request;foodtype;chinese;foodtype;closed;1;10;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;;;;;4;AVP-wise-concrete;0;Inform;0;hor02;hor;;;;worst_simulation
21;3;70;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;tuesday;date;closed;0;8;1;tuesday;date;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;;chinese ;;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
21;4;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;;;chinese;;;worst_simulation
21;5;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;average;price;0;0;1;0;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;;hor;chinese;;;worst_simulation
21;6;70;0;3;Hier ist das passende Restaurant auf Ihre Anfrage.  {Asia                     Steinring 43    } Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag! ;;Inform;;;;na;0;24;0;;;;;;;;;;;;;91;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;average ;;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;chinese;prx3;;worst_simulation
22;1;70;0;3;Guten Abend! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Boris erlaubt es Ihnen, eine Recherche nach den folgenden Kriterien durchzuführen: der Art der Küche, der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Stellen Sie bitte Ihre Frage.;;Request;all;chinese centre cheap midday;foodtype localization price time;open;1;46;4;chinese,centre,price;foodtype,localization,field;2;2;0;1;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;;;;;;4;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
22;2;70;0;3;Sie haben folgende Auswahlmöglichkeiten: obere, mittlere, oder untere Preisklasse oder keine Präferenz.;;IndicateValue;price;cheap;price;choice;1;12;1;;;0;1;0;0;0;0;1;0;;;;0;midday;tuesday;chinese;cheap;centre;;;chinese ;;centre ;4;AVP-wise-concrete;0;Inform;0;;;chinese;;centre;worst_simulation
22;3;70;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;;;chinese ;;centre ;4;AVP-wise-concrete;0;Inform;0;;hor;chinese;;centre;worst_simulation
22;4;70;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;tuesday;date;closed;0;8;1;tuesday;date;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;centre;worst_simulation
22;5;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;;;chinese;;centre;worst_simulation
22;6;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;cheap,neutral,russian;price,logical,foodtype;1;0;0;2;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;;centre ;5;AVP-wise-concrete;0;Inform;0;;hor;chinese;;centre;worst_simulation
22;7;70;0;3;Könnten Sie bitte die gewünschte Art der Küche wiederholen?;;RepetitionRequest;foodtype;chinese;foodtype;closed;0;9;1;chinese;foodtype;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;russian chinese ;neutral ;centre ;5;AVP-wise-concrete;0;Inform;0;;hor;russian;neutral;centre;worst_simulation
22;8;70;0;3;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;;OfferRefinement;logical;no;logical;choice;0;15;1;neutral,no;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese russian ;neutral ;centre ;5;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;neutral;centre;worst_simulation
22;9;70;0;3; {Altes Brauhaus Rietkötter Große Beckstr. 7} {Alt Nürnberg             Königsallee 16  } {Cafe Zentral             Luisenstr. 15} Möchten Sie noch weitere Antworten hören?;;InformAndOfferMore;logical;no;logical;choice;0;20;1;neutral,no;foodtype,logical;1;0;0;1;0;0;0;1;;; 3 5 12;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;neutral chinese ;neutral ;centre ;5;AVP-wise-concrete;0;Negate;0;hor;hor;neutral;neutral;centre;worst_simulation
22;10;70;0;3;Vielen dank, dass sie Boris benutzt haben. Auf Wiedersehen und einen schönen Abend!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;neutral chinese ;neutral ;centre ;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;neutral;centre;worst_simulation
23;1;70;0;3;Guten Tag! Herzlich Willkommen bei Boris, dem Bochumer Restaurant-Informationssystem. Sie können ein Restaurant auswählen nach der Art der Küche, nach der Tageszeit oder dem Preis der Mahlzeit, dem ungefähren Ort des Restaurants oder nach dessen Öffnungszeiten. Wie lautet Ihre Anfrage?;;Request;all;centre chinese;localization foodtype;open;1;41;2;changequery,chinese;action,foodtype;1;1;0;1;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;;;;;;2;AVP-wise-concrete;0;Provide;0;;;;;;worst_simulation
23;2;70;0;3;Suchen Sie ein Restaurant für das Mittagessen oder für das Abendessen?;;Request;time;midday;time;choice;1;11;1;midday;time;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;;;chinese ;;;3;AVP-wise-concrete;0;Inform;0;;hor;chinese;;;worst_simulation
23;3;70;0;3;An welchem Tag beabsichtigen Sie essen zu gehen? ;;Request;date;tuesday;date;closed;0;8;1;tuesday;date;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;;chinese ;;;4;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;;;worst_simulation
23;4;70;0;3;Wieviel möchten Sie ungefähr pro Person ausgeben?;;Request;price;cheap;price;closed;0;7;1;neutral;logical;0;1;0;1;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;;;5;AVP-wise-concrete;0;Inform;0;;;chinese;;;worst_simulation
23;5;70;0;3;In welchem Stadtteil möchten Sie essen gehen?;;Request;localization;centre;localization;closed;0;7;1;;;0;1;0;0;0;0;1;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;neutral ;;5;AVP-wise-concrete;0;Inform;0;;hor;chinese;neutral;;worst_simulation
23;6;70;0;3;In welchem Stadtteil möchten Sie essen gehen?;;Request;localization;centre;localization;closed;0;7;1;changequery;action;0;1;0;1;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;neutral ;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;neutral;;worst_simulation
23;7;70;0;3;In welchem Stadtteil möchten Sie essen gehen?;;Request;localization;centre;localization;closed;0;7;1;centre;localization;1;0;0;0;1;0;0;0;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;neutral ;;5;AVP-wise-concrete;0;Inform;0;hor;hor;chinese;neutral;;worst_simulation
23;8;70;0;3;Es gibt mehr als drei passende Restaurants auf Ihre Anfrage. Möchten Sie Ihre Frage präzisieren?;;OfferRefinement;logical;no;logical;choice;0;15;1;neutral,no;foodtype,logical;1;0;0;1;0;0;0;1;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese ;neutral ;centre ;5;AVP-wise-concrete;0;Negate;0;hor;hor;chinese;neutral;centre;worst_simulation
23;9;70;0;3; {Altes Brauhaus Rietkötter Große Beckstr. 7} {Alt Nürnberg             Königsallee 16  } {Cafe Zentral             Luisenstr. 15} Möchten Sie noch weitere Antworten hören?;;InformAndOfferMore;logical;yes;logical;choice;0;20;1;yes;logical;1;0;0;0;1;0;0;0;;; 3 5 12;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;neutral chinese ;neutral ;centre ;5;AVP-wise-concrete;0;Accept;0;hor;hor;neutral;neutral;centre;worst_simulation
23;10;70;0;3; {Die Uhle                 Huestr. 24      } {Dinea Restaurant         Kortumstr.      } {Fässle im 'acora'        Nordring 44     } Es gibt noch andere Antworten. Möchten Sie sie hören?;;InformAndOfferMore;logical;no;logical;choice;0;21;1;no;logical;1;0;0;0;1;0;0;0;;; 13 14 15;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese neutral ;neutral ;centre ;5;AVP-wise-concrete;0;Negate;0;hor;hor;neutral;neutral;centre;worst_simulation
23;11;70;0;3;Vielen dank, dass Sie Boris benutzt haben. Auf Wiederhören und einen schönen Tag!;;Bye;bye;;;na;0;13;0;;;;;;;;;;;;;;0;midday;tuesday;chinese;cheap;centre;midday ;tuesday ;chinese neutral ;neutral ;centre ;5;AVP-wise-concrete;0;EMPTY;0;hor;hor;neutral;neutral;centre;worst_simulation
